,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,count,month,day,hour
68,1,0,1,1,7.38,10.605,55,7.0015,12,1,1,23
69,1,0,1,1,6.56,9.09,55,7.0015,5,1,1,0
70,1,0,1,1,6.56,9.09,59,7.0015,2,1,1,1
71,1,0,1,1,5.74,7.575,63,8.9981,1,1,1,2
72,1,0,1,1,5.74,9.09,63,6.0032,2,1,1,4
73,1,0,1,1,4.92,7.575,68,7.0015,4,1,1,5
74,1,0,1,1,4.92,7.575,74,7.0015,36,1,1,6
75,1,0,1,1,4.92,7.575,74,8.9981,94,1,1,7
76,1,0,1,1,5.74,7.575,69,11.0014,179,1,1,8
77,1,0,1,1,6.56,7.575,64,15.0013,100,1,1,9
78,1,0,1,2,6.56,6.82,69,22.0028,42,1,1,10
79,1,0,1,1,9.02,10.605,51,19.9995,57,1,1,11
80,1,0,1,1,9.02,11.365,51,11.0014,78,1,1,12
81,1,0,1,1,9.84,11.365,56,12.998,97,1,1,13
82,1,0,1,1,10.66,12.88,52,15.0013,63,1,1,14
83,1,0,1,1,11.48,13.635,52,16.9979,65,1,1,15
84,1,0,1,1,12.3,14.395,49,16.9979,83,1,1,16
85,1,0,1,1,11.48,13.635,48,15.0013,212,1,1,17
86,1,0,1,1,10.66,12.88,48,12.998,182,1,1,18
87,1,0,1,1,9.84,12.88,48,7.0015,112,1,1,19
88,1,0,1,1,9.84,12.88,48,7.0015,54,1,1,20
89,1,0,1,1,9.02,13.635,64,0.0,48,1,1,21
90,1,0,1,1,9.02,12.88,64,6.0032,35,1,1,22
91,1,0,1,1,8.2,11.365,69,6.0032,11,1,1,23
92,1,0,1,1,8.2,12.88,64,0.0,6,1,1,0
93,1,0,1,1,6.56,9.85,74,6.0032,6,1,1,1
94,1,0,1,1,6.56,9.85,74,6.0032,2,1,1,2
95,1,0,1,1,9.84,11.365,48,15.0013,2,1,1,4
96,1,0,1,1,9.02,11.365,47,11.0014,3,1,1,5
97,1,0,1,1,8.2,9.85,47,15.0013,33,1,1,6
98,1,0,1,1,7.38,9.09,43,12.998,88,1,1,7
99,1,0,1,1,8.2,9.09,40,19.9995,195,1,1,8
100,1,0,1,1,9.02,9.85,37,22.0028,115,1,1,9
101,1,0,1,1,9.02,9.85,37,22.0028,57,1,1,10
102,1,0,1,1,10.66,11.365,33,22.0028,46,1,1,11
103,1,0,1,1,10.66,11.365,33,22.0028,79,1,1,12
104,1,0,1,1,11.48,12.88,30,19.9995,71,1,1,13
105,1,0,1,1,12.3,14.395,28,12.998,62,1,1,14
106,1,0,1,1,12.3,14.395,28,12.998,62,1,1,15
107,1,0,1,1,12.3,15.91,28,6.0032,89,1,1,16
108,1,0,1,1,9.84,11.365,38,12.998,190,1,1,17
109,1,0,1,1,9.84,12.12,38,8.9981,169,1,1,18
110,1,0,1,1,9.84,12.88,38,7.0015,132,1,1,19
111,1,0,1,1,9.02,11.365,47,11.0014,89,1,1,20
112,1,0,1,1,8.2,9.85,51,12.998,43,1,1,21
113,1,0,1,1,7.38,9.85,55,8.9981,42,1,1,22
114,1,0,1,1,8.2,12.88,47,0.0,19,1,1,23
115,1,0,1,1,7.38,12.12,55,0.0,11,1,1,0
116,1,0,1,1,6.56,11.365,64,0.0,4,1,1,1
117,1,0,1,1,6.56,11.365,64,0.0,2,1,1,2
118,1,0,1,2,6.56,9.85,64,6.0032,1,1,1,4
119,1,0,1,2,5.74,9.09,69,6.0032,4,1,1,5
120,1,0,1,2,5.74,8.335,63,7.0015,36,1,1,6
121,1,0,1,2,6.56,11.365,59,0.0,95,1,1,7
122,1,0,1,1,6.56,11.365,59,0.0,219,1,1,8
123,1,0,1,2,7.38,12.12,51,0.0,122,1,1,9
124,1,0,1,1,8.2,12.88,47,0.0,45,1,1,10
125,1,0,1,1,9.02,12.88,44,6.0032,59,1,1,11
126,1,0,1,1,10.66,14.395,35,0.0,84,1,1,12
127,1,0,1,1,10.66,13.635,35,7.0015,67,1,1,13
128,1,0,1,1,11.48,13.635,36,11.0014,70,1,1,14
129,1,0,1,1,11.48,13.635,36,0.0,62,1,1,15
130,1,0,1,1,10.66,12.88,38,11.0014,86,1,1,16
131,1,0,1,1,9.02,11.365,51,11.0014,172,1,1,17
132,1,0,1,1,9.02,11.365,51,8.9981,163,1,1,18
133,1,0,1,1,9.02,12.88,55,6.0032,112,1,1,19
134,1,0,1,1,8.2,10.605,51,11.0014,69,1,1,20
135,1,0,1,2,9.02,10.605,55,15.0013,48,1,1,21
136,1,0,1,2,9.02,10.605,51,19.0012,52,1,1,22
137,1,0,1,2,8.2,9.85,59,12.998,23,1,1,23
138,1,0,1,2,8.2,9.85,64,12.998,17,1,1,0
139,1,0,1,2,8.2,9.85,69,15.0013,7,1,1,1
140,1,0,1,2,8.2,9.85,69,15.0013,1,1,1,2
141,1,0,1,2,8.2,10.605,69,8.9981,1,1,1,4
142,1,0,1,3,9.02,13.635,55,0.0,5,1,1,5
143,1,0,1,2,8.2,12.88,69,0.0,34,1,1,6
144,1,0,1,1,8.2,10.605,69,8.9981,84,1,1,7
145,1,0,1,1,8.2,9.85,51,16.9979,210,1,1,8
146,1,0,1,1,8.2,9.09,47,19.9995,134,1,1,9
147,1,0,1,1,9.02,9.85,37,22.0028,63,1,1,10
148,1,0,1,2,8.2,9.85,40,15.0013,67,1,1,11
149,1,0,1,2,8.2,9.85,37,16.9979,59,1,1,12
150,1,0,1,2,8.2,9.09,37,19.0012,73,1,1,13
151,1,0,1,2,8.2,9.85,40,16.9979,50,1,1,14
152,1,0,1,2,8.2,10.605,37,11.0014,72,1,1,15
153,1,0,1,2,8.2,10.605,37,11.0014,87,1,1,16
154,1,0,1,2,8.2,12.88,37,0.0,187,1,1,17
155,1,0,1,1,8.2,11.365,40,6.0032,123,1,1,18
156,1,0,1,1,6.56,9.85,55,6.0032,95,1,1,19
157,1,0,1,1,7.38,10.605,47,7.0015,51,1,1,20
158,1,0,1,1,7.38,9.85,47,8.9981,39,1,1,21
159,1,0,1,2,7.38,9.85,43,11.0014,36,1,1,22
160,1,0,1,2,7.38,9.85,51,11.0014,15,1,1,23
161,1,0,0,2,7.38,9.85,51,11.0014,25,1,1,0
162,1,0,0,2,7.38,10.605,55,6.0032,16,1,1,1
163,1,0,0,2,7.38,12.12,55,0.0,16,1,1,2
164,1,0,0,3,7.38,9.85,55,11.0014,7,1,1,3
165,1,0,0,3,7.38,9.85,55,11.0014,1,1,1,4
166,1,0,0,2,6.56,8.335,74,11.0014,5,1,1,5
167,1,0,0,2,6.56,8.335,74,11.0014,2,1,1,6
168,1,0,0,2,6.56,9.09,74,7.0015,9,1,1,7
169,1,0,0,3,6.56,9.09,93,7.0015,15,1,1,8
170,1,0,0,3,6.56,9.09,93,7.0015,20,1,1,9
171,1,0,0,2,7.38,9.85,80,11.0014,61,1,1,10
172,1,0,0,2,8.2,9.09,69,26.0027,62,1,1,11
173,1,0,0,2,8.2,9.09,59,23.9994,98,1,1,12
174,1,0,0,1,8.2,9.09,44,22.0028,102,1,1,13
175,1,0,0,1,8.2,8.335,32,32.9975,95,1,1,14
176,1,0,0,1,8.2,8.335,32,30.0026,74,1,1,15
177,1,0,0,1,7.38,6.82,29,30.0026,76,1,1,16
178,1,0,0,1,6.56,6.06,37,36.9974,69,1,1,17
179,1,0,0,1,5.74,6.06,39,19.9995,55,1,1,18
180,1,0,0,1,5.74,6.06,36,16.9979,30,1,1,19
181,1,0,0,1,4.92,6.06,36,16.9979,28,1,1,20
182,1,0,0,1,4.92,5.305,39,23.9994,37,1,1,21
183,1,0,0,1,4.92,5.305,36,26.0027,34,1,1,22
184,1,0,0,1,4.1,3.03,39,30.0026,22,1,1,23
185,1,0,0,1,4.1,3.79,42,26.0027,25,1,1,0
186,1,0,0,1,4.1,3.03,42,31.0009,12,1,1,1
187,1,0,0,1,4.1,3.03,46,31.0009,11,1,1,2
188,1,0,0,1,4.1,3.79,46,27.9993,4,1,1,3
189,1,0,0,1,3.28,4.545,53,12.998,1,1,1,4
190,1,0,0,1,3.28,4.545,53,12.998,1,1,1,5
191,1,0,0,1,4.1,4.545,49,19.0012,1,1,1,6
192,1,0,0,1,3.28,4.545,53,12.998,6,1,1,7
193,1,0,0,1,4.1,4.545,49,19.0012,10,1,1,8
194,1,0,0,1,4.92,3.79,46,35.0008,19,1,1,9
195,1,0,0,1,5.74,5.305,43,26.0027,49,1,1,10
196,1,0,0,1,6.56,6.06,40,35.0008,49,1,1,11
197,1,0,0,1,7.38,6.82,37,30.0026,83,1,1,12
198,1,0,0,1,8.2,8.335,34,30.0026,75,1,1,13
199,1,0,0,1,9.02,9.09,32,31.0009,72,1,1,14
200,1,0,0,1,9.02,9.85,35,23.9994,82,1,1,15
201,1,0,0,1,8.2,8.335,34,30.0026,92,1,1,16
202,1,0,0,1,7.38,7.575,37,26.0027,62,1,1,17
203,1,0,0,1,6.56,6.82,40,22.0028,48,1,1,18
204,1,0,0,1,6.56,6.82,43,22.0028,41,1,1,19
205,1,0,0,1,5.74,6.06,46,16.9979,38,1,1,20
206,1,0,0,1,5.74,5.305,46,27.9993,20,1,1,21
207,1,0,0,1,5.74,6.06,46,19.9995,15,1,1,22
208,1,0,0,1,4.92,6.82,50,12.998,6,1,1,23
209,1,0,1,1,4.92,6.06,50,19.0012,5,1,1,0
210,1,0,1,1,4.92,6.06,50,19.0012,1,1,1,1
211,1,0,1,1,4.92,6.06,50,15.0013,3,1,1,2
212,1,0,1,1,4.92,6.06,50,15.0013,1,1,1,3
213,1,0,1,1,4.1,6.06,54,8.9981,3,1,1,4
214,1,0,1,1,4.1,5.305,54,16.9979,3,1,1,5
215,1,0,1,1,4.92,6.06,50,19.0012,31,1,1,6
216,1,0,1,1,4.92,6.06,50,15.0013,77,1,1,7
217,1,0,1,2,4.92,6.06,50,19.0012,188,1,1,8
218,1,0,1,2,5.74,6.06,50,16.9979,94,1,1,9
219,1,0,1,2,5.74,6.06,50,19.9995,31,1,1,10
220,1,0,1,2,6.56,6.82,47,19.0012,30,1,1,11
221,1,0,1,2,8.2,9.09,40,19.0012,52,1,1,12
222,1,0,1,2,8.2,9.09,40,19.0012,54,1,1,13
223,1,0,1,2,8.2,9.85,40,15.0013,47,1,1,14
224,1,0,1,2,8.2,9.85,40,15.0013,45,1,1,15
225,1,0,1,1,8.2,10.605,40,8.9981,74,1,1,16
226,1,0,1,1,8.2,11.365,40,7.0015,178,1,1,17
227,1,0,1,1,8.2,9.85,40,15.0013,155,1,1,18
228,1,0,1,1,6.56,8.335,47,11.0014,95,1,1,19
229,1,0,1,1,6.56,8.335,50,11.0014,74,1,1,20
230,1,0,1,1,5.74,6.82,59,12.998,38,1,1,21
231,1,0,1,1,5.74,7.575,59,11.0014,24,1,1,22
232,1,0,1,1,5.74,7.575,59,11.0014,18,1,1,23
233,1,0,1,1,5.74,8.335,59,7.0015,12,1,1,0
234,1,0,1,1,5.74,7.575,59,11.0014,3,1,1,1
235,1,0,1,2,6.56,7.575,55,12.998,3,1,1,2
236,1,0,1,2,6.56,9.09,55,8.9981,6,1,1,5
237,1,0,1,2,6.56,9.09,55,8.9981,27,1,1,6
238,1,0,1,2,6.56,11.365,55,0.0,99,1,1,7
239,1,0,1,2,7.38,10.605,51,6.0032,217,1,1,8
240,1,0,1,2,7.38,9.85,51,11.0014,130,1,1,9
241,1,0,1,2,8.2,10.605,51,11.0014,54,1,1,10
242,1,0,1,2,8.2,10.605,47,8.9981,35,1,1,11
243,1,0,1,2,8.2,11.365,51,7.0015,57,1,1,12
244,1,0,1,2,8.2,11.365,59,6.0032,52,1,1,13
245,1,0,1,2,8.2,11.365,59,6.0032,63,1,1,14
246,1,0,1,2,6.56,9.85,80,6.0032,47,1,1,15
247,1,0,1,2,6.56,7.575,86,15.0013,76,1,1,16
248,1,0,1,2,6.56,7.575,86,15.0013,136,1,1,17
249,1,0,1,3,6.56,9.09,93,7.0015,95,1,1,18
250,1,0,1,3,6.56,11.365,93,0.0,51,1,1,19
251,1,0,1,3,6.56,7.575,93,12.998,32,1,1,20
252,1,0,1,3,6.56,9.85,86,6.0032,20,1,1,21
253,1,0,1,3,6.56,9.09,93,7.0015,29,1,1,22
254,1,0,1,3,6.56,9.85,93,6.0032,19,1,1,23
255,1,0,1,2,6.56,9.85,86,6.0032,7,1,1,0
256,1,0,1,2,6.56,9.09,86,7.0015,6,1,1,1
257,1,0,1,1,5.74,7.575,86,8.9981,1,1,1,2
258,1,0,1,1,5.74,7.575,86,11.0014,5,1,1,5
259,1,0,1,1,4.92,7.575,93,8.9981,16,1,1,6
260,1,0,1,1,5.74,7.575,69,8.9981,54,1,1,7
261,1,0,1,1,6.56,8.335,59,11.0014,128,1,1,8
262,1,0,1,1,6.56,6.82,59,22.0028,81,1,1,9
263,1,0,1,1,7.38,9.09,55,15.0013,39,1,1,10
264,1,0,1,1,8.2,9.09,51,26.0027,35,1,1,11
265,1,0,1,1,8.2,7.575,47,39.0007,55,1,1,12
266,1,0,1,1,9.02,9.85,44,23.9994,49,1,1,13
267,1,0,1,1,8.2,9.09,47,22.0028,44,1,1,14
268,1,0,1,1,8.2,8.335,47,27.9993,49,1,1,15
269,1,0,1,1,9.02,9.85,44,22.0028,68,1,1,16
270,1,0,1,1,8.2,9.09,47,23.9994,139,1,1,17
271,1,0,1,1,8.2,7.575,47,35.0008,137,1,1,18
272,1,0,1,1,7.38,7.575,47,27.9993,83,1,1,19
273,1,0,1,1,6.56,6.82,50,22.0028,56,1,1,20
274,1,0,1,1,6.56,6.82,55,22.0028,57,1,1,21
275,1,0,1,1,6.56,6.06,55,30.0026,33,1,1,22
276,1,0,1,1,5.74,5.305,59,27.9993,20,1,1,23
277,1,0,1,1,5.74,6.06,59,19.0012,7,1,1,0
278,1,0,1,1,5.74,6.06,50,19.0012,2,1,1,1
279,1,0,1,1,5.74,6.06,50,23.9994,2,1,1,2
280,1,0,1,1,5.74,6.06,50,22.0028,3,1,1,3
281,1,0,1,1,5.74,6.06,50,16.9979,4,1,1,4
282,1,0,1,1,5.74,6.06,50,19.9995,3,1,1,5
283,1,0,1,1,4.92,7.575,54,8.9981,28,1,1,6
284,1,0,1,1,4.92,7.575,54,8.9981,72,1,1,7
285,1,0,1,1,5.74,6.82,50,12.998,202,1,1,8
286,1,0,1,1,5.74,6.06,50,22.0028,139,1,1,9
287,1,0,1,2,6.56,6.82,50,23.9994,38,1,1,10
288,1,0,1,2,8.2,8.335,44,30.0026,37,1,1,11
289,1,0,1,1,8.2,8.335,44,27.9993,52,1,1,12
290,1,0,1,1,9.02,9.85,41,30.0026,83,1,1,13
291,1,0,1,1,9.02,9.85,41,26.0027,42,1,1,14
292,1,0,1,1,9.84,10.605,38,19.9995,60,1,1,15
293,1,0,1,1,9.84,10.605,38,23.9994,78,1,1,16
294,1,0,1,1,8.2,9.09,40,19.0012,162,1,1,17
295,1,0,1,1,8.2,9.09,40,22.0028,144,1,1,18
296,1,0,1,1,6.56,7.575,47,16.9979,99,1,1,19
297,1,0,1,1,6.56,7.575,47,15.0013,64,1,1,20
298,1,0,1,1,5.74,6.06,46,19.9995,40,1,1,21
299,1,0,1,1,5.74,6.06,46,22.0028,30,1,1,22
300,1,0,1,1,4.92,6.82,50,12.998,15,1,1,23
301,1,0,1,1,4.92,6.82,50,12.998,14,1,1,0
302,1,0,1,1,4.1,6.06,54,11.0014,5,1,1,1
303,1,0,1,1,4.1,6.06,54,8.9981,1,1,1,2
304,1,0,1,1,4.1,6.82,54,7.0015,1,1,1,3
305,1,0,1,1,4.1,6.82,54,6.0032,8,1,1,5
306,1,0,1,1,4.1,9.09,54,0.0,17,1,1,6
307,1,0,1,1,4.1,6.06,74,11.0014,70,1,1,7
308,1,0,1,1,4.92,8.335,68,0.0,158,1,1,8
309,1,0,1,1,5.74,7.575,69,8.9981,117,1,1,9
310,1,0,1,1,7.38,9.09,55,12.998,44,1,1,10
311,1,0,1,1,7.38,8.335,51,19.0012,53,1,1,11
312,1,0,1,1,8.2,9.85,44,16.9979,61,1,1,12
313,1,0,1,1,9.02,9.85,37,26.0027,77,1,1,13
314,1,0,1,1,9.02,10.605,41,19.0012,64,1,1,14
315,1,0,1,1,9.84,12.12,38,11.0014,68,1,1,15
316,1,0,1,1,9.02,12.12,41,7.0015,90,1,1,16
317,1,0,1,1,9.02,11.365,41,11.0014,159,1,1,17
318,1,0,1,1,8.2,12.88,47,0.0,139,1,1,18
319,1,0,1,1,6.56,9.85,59,6.0032,92,1,1,19
320,1,0,1,1,7.38,12.12,59,0.0,68,1,1,20
321,1,0,1,1,6.56,11.365,69,0.0,52,1,1,21
322,1,0,1,2,6.56,11.365,69,0.0,36,1,1,22
323,1,0,1,2,7.38,12.12,55,0.0,27,1,1,23
324,1,0,0,1,7.38,12.12,55,0.0,28,1,1,0
325,1,0,0,2,6.56,9.85,59,6.0032,20,1,1,1
326,1,0,0,2,6.56,9.85,59,6.0032,12,1,1,2
327,1,0,0,2,6.56,11.365,59,0.0,8,1,1,3
328,1,0,0,2,6.56,11.365,59,0.0,5,1,1,4
329,1,0,0,1,6.56,11.365,59,0.0,1,1,1,5
330,1,0,0,1,5.74,8.335,63,7.0015,3,1,1,6
331,1,0,0,1,5.74,10.605,63,0.0,10,1,1,7
332,1,0,0,1,5.74,7.575,63,8.9981,23,1,1,8
333,1,0,0,1,6.56,9.09,64,8.9981,33,1,1,9
334,1,0,0,1,7.38,9.85,59,11.0014,59,1,1,10
335,1,0,0,1,8.2,9.85,55,15.0013,72,1,1,11
336,1,0,0,1,9.84,11.365,48,15.0013,89,1,1,12
337,1,0,0,1,11.48,12.88,38,19.9995,101,1,1,13
338,1,0,0,1,12.3,14.395,39,19.0012,118,1,1,14
339,1,0,0,2,13.12,15.91,36,12.998,129,1,1,15
340,1,0,0,2,13.94,16.665,34,12.998,128,1,1,16
341,1,0,0,2,13.12,15.15,36,19.0012,83,1,1,17
342,1,0,0,2,12.3,14.395,45,16.9979,84,1,1,18
343,1,0,0,2,13.12,15.15,39,16.9979,74,1,1,19
344,1,0,0,2,13.12,15.15,39,16.9979,41,1,1,20
345,1,0,0,2,13.12,15.15,39,15.0013,57,1,1,21
346,1,0,0,2,12.3,15.91,42,7.0015,26,1,1,22
347,1,0,0,1,12.3,14.395,45,19.0012,44,1,1,23
348,1,0,0,1,10.66,15.15,56,0.0,39,1,1,0
349,1,0,0,1,10.66,13.635,56,8.9981,23,1,1,1
350,1,0,0,1,10.66,14.395,56,6.0032,16,1,1,2
351,1,0,0,1,9.02,13.635,69,0.0,15,1,1,3
352,1,0,0,1,10.66,12.88,56,11.0014,1,1,1,4
353,1,0,0,2,10.66,12.88,56,11.0014,2,1,1,5
354,1,0,0,2,10.66,12.88,56,11.0014,1,1,1,6
355,1,0,0,2,9.84,10.605,56,19.9995,3,1,1,7
356,1,0,0,1,9.02,10.605,55,19.0012,18,1,1,8
357,1,0,0,1,9.02,10.605,51,16.9979,32,1,1,9
358,1,0,0,1,9.02,10.605,51,19.0012,79,1,1,10
359,1,0,0,1,9.84,11.365,44,16.9979,93,1,1,11
360,1,0,0,1,9.84,10.605,41,19.0012,104,1,1,12
361,1,0,0,1,10.66,11.365,35,19.9995,118,1,1,13
362,1,0,0,1,11.48,13.635,36,16.9979,91,1,1,14
363,1,0,0,1,10.66,12.12,38,16.9979,113,1,1,15
364,1,0,0,1,9.84,11.365,38,15.0013,99,1,1,16
365,1,0,0,1,9.02,10.605,37,16.9979,105,1,1,17
366,1,0,0,1,8.2,10.605,40,11.0014,67,1,1,18
367,1,0,0,1,7.38,9.85,47,8.9981,61,1,1,19
368,1,0,0,1,7.38,9.85,47,11.0014,57,1,1,20
369,1,0,0,1,7.38,9.85,51,11.0014,28,1,1,21
370,1,0,0,2,8.2,10.605,49,8.9981,21,1,1,22
371,1,0,0,2,8.2,11.365,40,7.0015,18,1,1,23
372,1,1,0,2,8.2,9.85,47,15.0013,17,1,1,0
373,1,1,0,2,8.2,9.85,44,12.998,16,1,1,1
374,1,1,0,2,7.38,8.335,43,16.9979,8,1,1,2
375,1,1,0,2,7.38,9.09,43,12.998,2,1,1,3
376,1,1,0,2,7.38,9.85,43,8.9981,3,1,1,4
377,1,1,0,2,7.38,9.85,43,11.0014,1,1,1,5
378,1,1,0,2,7.38,9.09,43,12.998,5,1,1,6
379,1,1,0,2,6.56,9.09,50,8.9981,13,1,1,7
380,1,1,0,2,6.56,7.575,47,15.0013,33,1,1,8
381,1,1,0,2,6.56,7.575,47,15.0013,47,1,1,9
382,1,1,0,2,6.56,7.575,50,16.9979,57,1,1,10
383,1,1,0,2,6.56,7.575,55,12.998,64,1,1,11
384,1,1,0,2,7.38,9.85,47,8.9981,80,1,1,12
385,1,1,0,2,7.38,9.85,47,8.9981,93,1,1,13
386,1,1,0,2,7.38,10.605,43,7.0015,86,1,1,14
387,1,1,0,2,8.2,10.605,47,11.0014,93,1,1,15
388,1,1,0,2,8.2,10.605,47,11.0014,82,1,1,16
389,1,1,0,1,8.2,9.85,51,12.998,71,1,1,17
390,1,1,0,2,7.38,8.335,55,16.9979,92,1,1,18
391,1,1,0,3,7.38,9.09,59,12.998,60,1,1,19
392,1,1,0,3,6.56,7.575,80,12.998,33,1,1,20
393,1,1,0,3,6.56,7.575,80,12.998,27,1,1,21
394,1,1,0,3,5.74,6.06,93,16.9979,13,1,1,22
395,1,1,0,3,6.56,6.82,86,19.0012,4,1,1,23
396,1,0,1,2,8.2,9.09,86,22.0028,3,1,1,12
397,1,0,1,2,8.2,9.85,86,15.0013,22,1,1,13
398,1,0,1,2,9.02,11.365,80,11.0014,28,1,1,14
399,1,0,1,2,9.02,11.365,87,11.0014,35,1,1,15
400,1,0,1,2,9.02,11.365,87,12.998,61,1,1,16
401,1,0,1,2,9.02,11.365,82,12.998,125,1,1,17
402,1,0,1,2,9.02,11.365,80,11.0014,133,1,1,18
403,1,0,1,2,9.02,11.365,80,8.9981,99,1,1,19
404,1,0,1,2,9.02,13.635,87,0.0,83,1,1,20
405,1,0,1,2,9.02,12.12,93,7.0015,41,1,1,21
406,1,0,1,2,9.02,12.88,93,6.0032,33,1,1,22
407,1,0,1,2,9.02,13.635,93,0.0,20,1,1,23
408,1,0,1,2,9.02,13.635,93,0.0,3,1,1,0
409,1,0,1,3,9.02,11.365,93,8.9981,7,1,1,1
410,1,0,1,3,9.02,11.365,93,8.9981,3,1,1,2
411,1,0,1,3,9.02,11.365,93,8.9981,2,1,1,4
412,1,0,1,2,9.02,12.88,93,6.0032,7,1,1,5
413,1,0,1,2,9.02,12.88,93,6.0032,32,1,1,6
414,1,0,1,2,9.84,12.88,92,7.0015,90,1,1,7
415,1,0,1,2,9.84,12.88,93,7.0015,197,1,1,8
416,1,0,1,2,9.84,12.88,93,7.0015,109,1,1,9
417,1,0,1,2,10.66,13.635,93,8.9981,47,1,1,10
418,1,0,1,2,11.48,15.15,87,6.0032,52,1,1,11
419,1,0,1,2,12.3,15.91,81,6.0032,70,1,1,12
420,1,0,1,1,16.4,20.455,62,19.0012,78,1,1,13
421,1,0,1,1,16.4,20.455,58,16.9979,75,1,1,14
422,1,0,1,1,16.4,20.455,54,19.0012,82,1,1,15
423,1,0,1,1,15.58,19.695,58,26.0027,104,1,1,16
